prefecture,city,number,address,name,lat,long
東京都,板橋区,29_3,前野町4丁目6番1号,エコポリスセンター入口前,35.769162,139.6887858
東京都,板橋区,29_4,前野町6丁目2番4号,前野町六丁目児童遊園（南）,35.7638804,139.685554
東京都,板橋区,29_5,前野町6丁目10番9号,西前野公園（東）,35.7644634,139.6837993
東京都,板橋区,29_6,前野町6丁目40番1号,前野小学校（西）,35.7683613,139.6876643
東京都,板橋区,29_7,前野町6丁目40番1号,前野小学校（東）,35.7683613,139.6876643
東京都,板橋区,29_8,前野町6丁目53番,西前野児童遊園（西）,35.7681331,139.6841981
東京都,板橋区,30_1,大原町5番18号,大原生涯学習センター,35.7697013,139.7001318
東京都,板橋区,30_2,大原町27番1号,大原第二公園（南）,35.7682742,139.6980776
東京都,板橋区,30_3,大原町33番1号,志村第一中学校（南）,35.7668565,139.6969458
東京都,板橋区,30_4,志村1丁目7番1号,志村第二小学校（南）,35.7719134,139.6978881
東京都,板橋区,30_5,志村1丁目7番1号,志村第二小学校（西）,35.7719134,139.6978881
東京都,板橋区,30_6,志村1丁目21番8号,志村第三公園（北）,35.7745974,139.6922542
東京都,板橋区,30_7,前野町4丁目59番1号,見次公園（北東）,35.7733641,139.69351
東京都,板橋区,30_8,前野町4丁目59番1号,見次公園（東）,35.7733641,139.69351
東京都,板橋区,31_1,蓮沼町69番1号,蓮沼公園（南東）,35.7721306,139.7038817
東京都,板橋区,31_2,蓮沼町79番3号,民宅,35.7719646,139.7018066
東京都,板橋区,31_3,小豆沢1丁目4番,中原公園前（西）,35.7737365,139.7015081
東京都,板橋区,31_4,小豆沢1丁目8番4号,民宅,35.773074,139.6997993
東京都,板橋区,31_5,小豆沢1丁目20番13号,東原公園（北）,35.7748896,139.7025054
東京都,板橋区,31_6,小豆沢1丁目21番1号,志村第二中学校（西）,35.7755242,139.7031038
東京都,板橋区,31_7,小豆沢1丁目21番1号,志村第二中学校（南）,35.7755242,139.7031038
東京都,板橋区,31_8,小豆沢1丁目21番1号,志村第二中学校（北）,35.7755242,139.7031038
東京都,板橋区,32_1,東坂下1丁目6番,東坂下一丁目児童遊園入口,35.7808992,139.6922542
東京都,板橋区,32_2,小豆沢3丁目1番1号,小豆沢公園（小豆沢公園前交差点付近）,35.7784333,139.6983277
東京都,板橋区,32_3,小豆沢3丁目1番1号,小豆沢公園（パークファミリア側）,35.7784333,139.6983277
東京都,板橋区,32_4,小豆沢3丁目8番,小豆沢公園（野球場側）,35.778311,139.6963225
東京都,板橋区,32_5,小豆沢3丁目8番,小豆沢公園（小豆沢墓苑側）,35.778311,139.6963225
東京都,板橋区,32_6,小豆沢4丁目13番1号,志村第四小学校（東）,35.7806229,139.7018472
東京都,板橋区,32_7,小豆沢4丁目13番1号,志村第四小学校（北）,35.7806229,139.7018472
東京都,板橋区,32_8,小豆沢4丁目20番,小豆沢公園キャッチボール広場（北）,35.7810172,139.6989552
東京都,板橋区,33_1,志村2丁目4番,東京都営交通協力会駐車場,35.7777186,139.6928923
東京都,板橋区,33_2,志村2丁目5番,清水坂,35.7777583,139.6923675
東京都,板橋区,33_3,志村2丁目16番3号,志村小学校（南）,35.775239,139.6865892
東京都,板橋区,33_4,志村2丁目17番1号,志村城山公園（北東）,35.7769065,139.6874483
東京都,板橋区,33_5,志村2丁目17番1号,志村城山公園（北）,35.7769065,139.6874483
東京都,板橋区,33_6,志村2丁目17番1号,志村城山公園（南）,35.7769065,139.6874483
東京都,板橋区,33_7,前野町4丁目40番10号,前野町四丁目第四アパート,35.7740747,139.6868164
東京都,板橋区,34_1,志村3丁目11番8号,都営志村三丁目アパート８号棟,35.7761769,139.6849458
東京都,板橋区,34_2,志村3丁目15番1号,志村第四中学校（北）,35.7765871,139.6834852
東京都,板橋区,34_3,志村3丁目15番1号,志村第四中学校（西）,35.7765871,139.6834852
東京都,板橋区,34_4,志村3丁目8番5号,都営志村三丁目アパート５号棟,35.7767263,139.6853344
東京都,板橋区,34_5,志村3丁目32番1号,小桜保育園前,35.778965,139.6907182
東京都,板橋区,34_6,坂下1丁目5番8号,志村公園（東）,35.7797042,139.6871492
東京都,板橋区,34_7,志村3丁目11番8号,都営志村三丁目アパート８号棟,35.7761769,139.6849458
東京都,板橋区,34_8,坂下1丁目16番5号,坂下一丁目児童遊園（北西）,35.7791267,139.6822618
東京都,板橋区,35_1,中台1丁目9番7号,中台小学校（北）,35.7658812,139.6806489
東京都,板橋区,35_2,中台1丁目9番7号,中台小学校（西）,35.7658812,139.6806489
東京都,板橋区,35_3,中台1丁目41番1号,民宅,35.7669136,139.6773142
東京都,板橋区,35_4,中台1丁目48番12号,中台第二児童遊園（西）,35.7685037,139.6785355
東京都,板橋区,35_5,中台1丁目56番23号,中台中学校（北）,35.7686685,139.6804795
東京都,板橋区,35_6,中台2丁目15番7号,向台保育園,35.7700757,139.6805841
東京都,板橋区,35_7,中台3丁目9番3号,中台公園（南）,35.7693766,139.6784858
東京都,板橋区,35_8,中台3丁目16番,中台さとやま公園（南）,35.7715557,139.6775785
東京都,板橋区,36_1,若木1丁目3番18号,にりんそう公園（東）,35.7666861,139.675514
東京都,板橋区,36_2,若木1丁目14番1号,若木小学校（東）,35.7690494,139.6752553
東京都,板橋区,36_3,若木1丁目14番1号,若木小学校（北）,35.7690494,139.6752553
東京都,板橋区,36_4,若木1丁目24番,区立若木原公園,35.7672985,139.670561
東京都,板橋区,36_5,若木2丁目13番1号,公社中台住宅１号棟,35.7702603,139.6734819
東京都,板橋区,36_6,若木2丁目13番7号,東京都住宅供給公社中台住宅７号棟,35.7711861,139.6727412
東京都,板橋区,36_7,若木3丁目4番4号,若木三丁目貝塚公園（北）,35.774322,139.6766379
東京都,板橋区,36_8,若木3丁目12番5号,若葉児童遊園（西）,35.7733679,139.6747874
東京都,板橋区,37_1,西台2丁目4番22号,西台福寿第二公園,35.7780254,139.6701552
東京都,板橋区,37_2,西台2丁目5番18号,西台保育園,35.7790767,139.6701071
